"method","algorithm","l1_error","fro_error","max_abs_error","rep","n","R","factor_type","weight_type","p","fiber_l1_max","slice_l1_max","experiment","p_scalar","sample_multiplier","hetero_strength","alpha_profile","normalized_fiber_l1_max","normalized_slice_l1_max","normalized_l1","normalized_fro"
"unscaled","no_thinning",0.114105890080233,0.00161932038537027,0.000163018475059008,11,30000,4,"dense_heteroskedastic","balanced","30x30x30",0.0165080780487253,0.112161378146817,"unscaled_thinning_comparison",30,250,50,0.8,14.8572702438528,3.36484134440452,1.80417253547174,1.09147843149267
"unscaled","thinning",0.185959366425676,0.00255693610778579,0.000389728260299556,11,30000,4,"dense_heteroskedastic","balanced","30x30x30",0.0165080780487253,0.112161378146817,"unscaled_thinning_comparison",30,250,50,0.8,14.8572702438528,3.36484134440452,2.94027575073491,1.72346413814512
"unscaled","no_thinning",0.122450345429692,0.00170781876865037,0.000217689837488109,12,30000,4,"dense_heteroskedastic","balanced","30x30x30",0.0157404502275399,0.128072108684319,"unscaled_thinning_comparison",30,250,50,0.8,14.166405204786,3.84216326052958,1.93610995916108,1.17886436125491
"unscaled","thinning",0.199727409398582,0.00262904739021009,0.000277626027936559,12,30000,4,"dense_heteroskedastic","balanced","30x30x30",0.0157404502275399,0.128072108684319,"unscaled_thinning_comparison",30,250,50,0.8,14.166405204786,3.84216326052958,3.15796762432219,1.81476531893262
"unscaled","no_thinning",0.0990440096385281,0.00147796156238514,0.000382921557088707,13,30000,4,"dense_heteroskedastic","balanced","30x30x30",0.0149287064742887,0.104460417097946,"unscaled_thinning_comparison",30,250,50,0.8,13.4358358268598,3.13381251293837,1.5660232952671,1.04756910472607
"unscaled","thinning",0.175770089154431,0.00243110668551771,0.000479892538277243,13,30000,4,"dense_heteroskedastic","balanced","30x30x30",0.0149287064742887,0.104460417097946,"unscaled_thinning_comparison",30,250,50,0.8,13.4358358268598,3.13381251293837,2.7791691312943,1.72315188625839
"unscaled","no_thinning",0.0948727697769066,0.00126887966286441,0.000157125083054266,14,30000,4,"dense_heteroskedastic","balanced","30x30x30",0.0143379529903028,0.102555480949441,"unscaled_thinning_comparison",30,250,50,0.8,12.9041576912725,3.07666442848323,1.50007020211905,0.917714285922122
"unscaled","thinning",0.180075688766743,0.00227056438092765,0.000337588352727739,14,30000,4,"dense_heteroskedastic","balanced","30x30x30",0.0143379529903028,0.102555480949441,"unscaled_thinning_comparison",30,250,50,0.8,12.9041576912725,3.07666442848323,2.84724663863253,1.64218044505446
"unscaled","no_thinning",0.104927388179532,0.00163889039243726,0.000265835315489082,15,30000,4,"dense_heteroskedastic","balanced","30x30x30",0.0162691015630114,0.135268616585605,"unscaled_thinning_comparison",30,250,50,0.8,14.6421914067102,4.05805849756814,1.65904767789976,1.11275295391667
"unscaled","thinning",0.195053562596489,0.0030740240512764,0.000359538855402655,15,30000,4,"dense_heteroskedastic","balanced","30x30x30",0.0162691015630114,0.135268616585605,"unscaled_thinning_comparison",30,250,50,0.8,14.6421914067102,4.05805849756814,3.08406761767566,2.08716175239867
"unscaled","no_thinning",0.0982211591570433,0.00156983325573557,0.00026175009456666,16,30000,4,"dense_heteroskedastic","balanced","30x30x30",0.0176650360844856,0.0985645807547815,"unscaled_thinning_comparison",30,250,50,0.8,15.898532476037,2.95693742264344,1.5530128867908,1.02288519384699
"unscaled","thinning",0.178461148069584,0.00286357420356366,0.000460950309531644,16,30000,4,"dense_heteroskedastic","balanced","30x30x30",0.0176650360844856,0.0985645807547815,"unscaled_thinning_comparison",30,250,50,0.8,15.898532476037,2.95693742264344,2.82171850874223,1.86587183295144
"unscaled","no_thinning",0.0890020944910664,0.00145951259615378,0.000244150673102431,17,30000,4,"dense_heteroskedastic","balanced","30x30x30",0.0189424241501459,0.0971309476255987,"unscaled_thinning_comparison",30,250,50,0.8,17.0481817351313,2.91392842876796,1.40724667558647,0.918376369983215
