"method","algorithm","l1_error","fro_error","max_abs_error","rep","n","R","factor_type","weight_type","p","fiber_l1_max","slice_l1_max","experiment","p_scalar","sample_multiplier","hetero_strength","alpha_profile","normalized_fiber_l1_max","normalized_slice_l1_max","normalized_l1","normalized_fro"
"histogram","no_thinning",0.530026983025272,0.00223400265980558,9.06812557297255e-05,12,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00308247815563169,0.0581071613451041,"dense_heteroskedastic",50,1000,1,0.8,7.70619538907923,2.9053580672552,16.7609248770726,8.9974343028671
"unscaled","no_thinning",0.0525580030152144,0.000264668690711922,2.04753069617718e-05,12,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00308247815563169,0.0581071613451041,"dense_heteroskedastic",50,1000,1,0.8,7.70619538907923,2.9053580672552,1.66202998798075,1.06595180012615
"oracle","no_thinning",0.0464130867290497,0.000234827333890473,1.74662238217211e-05,12,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00308247815563169,0.0581071613451041,"dense_heteroskedastic",50,1000,1,0.8,7.70619538907923,2.9053580672552,1.46771067302731,0.945765887933564
"oracle_cp","no_thinning",0.130575873206563,0.000780995212853723,9.45211631417637e-05,12,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00308247815563169,0.0581071613451041,"dense_heteroskedastic",50,1000,1,0.8,7.70619538907923,2.9053580672552,4.12917166798092,3.1454542310691
"slice_oracle","no_thinning",0.0469157593050313,0.000241065400871796,1.68893288900285e-05,12,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00308247815563169,0.0581071613451041,"dense_heteroskedastic",50,1000,1,0.8,7.70619538907923,2.9053580672552,1.48360657560137,0.970889670841785
"slice_est","no_thinning",0.0468967270212307,0.000241049070944244,1.68280297741421e-05,12,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00308247815563169,0.0581071613451041,"dense_heteroskedastic",50,1000,1,0.8,7.70619538907923,2.9053580672552,1.48300472194253,0.970823902141969
"histogram","no_thinning",0.53616338814425,0.00222357354559942,8.90500955073612e-05,13,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00450288217290731,0.0595396363124244,"dense_heteroskedastic",50,1000,1,0.8,11.2572054322683,2.97698181562122,16.9549750452875,7.40953935697414
"unscaled","no_thinning",0.052182433344151,0.000271532855037345,2.53727181683005e-05,13,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00450288217290731,0.0595396363124244,"dense_heteroskedastic",50,1000,1,0.8,11.2572054322683,2.97698181562122,1.65015343217434,0.904819802381844
"oracle","no_thinning",0.0445119306872746,0.000226237724410339,2.26306064983753e-05,13,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00450288217290731,0.0595396363124244,"dense_heteroskedastic",50,1000,1,0.8,11.2572054322683,2.97698181562122,1.40759084023332,0.753884361670072
"oracle_cp","no_thinning",0.637287660027404,0.00357544135377726,0.000457117018674449,13,2e+05,4,"dense_heteroskedastic","balanced","50x50x50",0.00450288217290731,0.0595396363124244,"dense_heteroskedastic",50,1000,1,0.8,11.2572054322683,2.97698181562122,20.1528053040564,11.9143229967794
